Date,Open,High,Low,Close,Adj Close,Volume
1990-01-01,1.814815,1.913580,1.703704,1.734568,1.032766,106764075
1990-02-01,1.746914,1.993827,1.722222,1.962963,1.168754,88269750
1990-03-01,1.969136,2.333333,1.956790,2.259259,1.346264,149977575
1990-04-01,2.234568,2.388889,2.197531,2.308642,1.375690,93168225
1990-05-01,2.358025,3.043210,2.320988,2.993827,1.783984,184159575
1990-06-01,3.024691,3.111111,2.703704,2.851852,1.699383,161179875
1990-07-01,2.851852,3.231481,2.518519,2.537037,1.511788,162596700
1990-08-01,2.527778,2.777778,2.120370,2.509259,1.496292,265967550
1990-09-01,2.481481,2.611111,2.148148,2.250000,1.343015,136344600
1990-10-01,2.277778,2.527778,1.981481,2.175926,1.298799,215924400
1990-11-01,2.185185,2.694444,2.120370,2.648148,1.580667,179213850
1990-12-01,2.703704,3.037037,2.694444,2.861111,1.709304,127218600
1991-01-01,2.851852,3.287037,2.564815,3.203704,1.913977,182416050
1991-02-01,3.194444,3.759259,3.120370,3.611111,2.157372,198254250
1991-03-01,3.583333,4.046296,3.574074,4.000000,2.389705,122184450
1991-04-01,4.000000,4.462963,3.925926,4.259259,2.546058,159869700
1991-05-01,4.259259,4.944444,4.092593,4.879630,2.916898,150842250
1991-06-01,4.861111,5.166667,4.750000,5.013889,2.997155,132269400
1991-07-01,5.055556,5.513889,4.916667,5.388889,3.221318,145105200
1991-08-01,5.375000,6.013889,5.013889,5.986111,3.580594,137563200
1991-09-01,5.972222,6.152778,5.569444,6.055556,3.624191,102533400
1991-10-01,6.111111,6.361111,5.722222,6.333333,3.790439,123549300
1991-11-01,6.361111,6.833333,6.166667,6.694444,4.006561,140226300
1991-12-01,6.638889,7.791667,6.611111,7.486111,4.482658,141096600
1992-01-01,7.416667,7.986111,6.750000,6.847222,4.100095,227046600
1992-02-01,6.861111,7.541667,6.611111,7.111111,4.258108,140575500
1992-03-01,7.125000,7.430556,6.722222,7.194444,4.308011,124147800
1992-04-01,7.166667,7.625000,6.708333,6.930556,4.151938,172453500
1992-05-01,6.930556,7.888889,6.736111,7.847222,4.701093,144568800
1992-06-01,7.847222,7.930556,7.027778,7.472222,4.479483,157698000
1992-07-01,7.458333,8.437500,7.444444,8.375000,5.020685,105945300
1992-08-01,8.375000,8.916667,8.312500,8.895833,5.332917,127171200
1992-09-01,8.895833,9.500000,8.750000,9.229167,5.536012,107333400
1992-10-01,9.229167,9.708333,8.166667,9.645833,5.785941,143964000
1992-11-01,9.645833,10.166667,9.479167,10.166667,6.098362,110422800
1992-12-01,10.166667,11.437500,10.104167,11.250000,6.751539,121775400
1993-01-01,11.291667,11.312500,10.416667,10.854167,6.513985,126367200
1993-02-01,11.000000,11.229167,9.250000,10.604167,6.363952,178747800
1993-03-01,10.645833,10.833333,10.083333,10.541667,6.326443,137559600
1993-04-01,10.604167,10.604167,8.805556,9.388889,5.637247,262286250
1993-05-01,9.361111,10.444444,9.277778,10.277778,6.170952,115724700
1993-06-01,10.277778,10.416667,9.138889,9.722222,5.837389,113075100
1993-07-01,9.722222,10.027778,9.333333,9.805556,5.891521,64539000
1993-08-01,9.944444,10.500000,8.861111,9.500000,5.707931,189274950
1993-09-01,9.388889,9.416667,7.777778,8.555556,5.144186,224711100
