Date,Open,High,Low,Close,Adj Close,Volume
1993-10-01,8.666667,8.916667,8.277778,8.805556,5.294505,95008950
1993-11-01,8.805556,9.833333,8.722222,9.222222,5.545032,117718650
1993-12-01,9.388889,9.611111,8.666667,8.777778,5.281597,89785350
1994-01-01,8.777778,9.000000,8.111111,8.666667,5.214741,147197250
1994-02-01,8.666667,9.444444,8.250000,9.250000,5.565731,119165850
1994-03-01,9.250000,9.916667,8.666667,9.055556,5.448736,137023200
1994-04-01,8.833333,9.611111,8.777778,9.333333,5.619987,77763150
1994-05-01,9.388889,10.305556,8.805556,10.027778,6.038141,116264700
1994-06-01,10.000000,10.305556,9.083333,9.361111,5.636713,98008650
1994-07-01,9.416667,9.833333,8.888889,9.083333,5.474261,80594550
1994-08-01,9.055556,10.277778,8.833333,10.055556,6.060195,130652100
1994-09-01,9.888889,10.000000,9.250000,9.333333,5.624931,89096400
1994-10-01,9.388889,10.222222,9.083333,10.111111,6.099204,88499700
1994-11-01,10.083333,10.722222,9.888889,10.277778,6.199740,123904350
1994-12-01,10.222222,10.500000,9.805556,10.222222,6.166226,90022050
1995-01-01,10.194444,10.777778,9.916667,10.388889,6.272190,75996450
1995-02-01,10.388889,11.111111,9.777778,9.972222,6.020632,136977300
1995-03-01,10.000000,10.333333,9.416667,9.833333,5.941878,156234600
1995-04-01,9.805556,9.833333,8.944444,9.277778,5.606181,149049900
1995-05-01,9.277778,10.000000,8.861111,9.250000,5.589390,239835600
1995-06-01,9.305556,9.666667,8.583333,9.055556,5.471900,256795650
1995-07-01,9.000000,10.055556,9.000000,9.777778,5.915543,150221250
1995-08-01,9.777778,9.972222,8.833333,8.888889,5.377770,121608900
1995-09-01,8.916667,9.527778,8.555556,8.861111,5.360961,226980000
1995-10-01,8.861111,8.916667,8.138889,8.277778,5.014069,184977000
1995-11-01,8.277778,9.972222,8.277778,9.861111,5.973132,182070450
1995-12-01,9.888889,10.666667,9.527778,10.611111,6.427425,135653400
1996-01-01,10.555556,10.555556,9.222222,10.222222,6.198911,161351100
1996-02-01,10.222222,10.666667,9.500000,9.611111,5.828325,132093450
1996-03-01,9.777778,11.194444,9.611111,10.611111,6.434740,175555800
1996-04-01,10.666667,10.694444,9.444444,10.527778,6.390777,151977600
1996-05-01,10.472222,11.916667,10.111111,11.361111,6.896645,164262150
1996-06-01,11.305556,12.694444,11.222222,12.000000,7.284476,122950800
1996-07-01,12.027778,12.333333,10.666667,11.194444,6.802892,143292150
1996-08-01,11.222222,12.416667,11.166667,11.805556,7.174266,105200550
1996-09-01,11.555556,13.166667,11.527778,12.638889,7.680689,101001600
1996-10-01,12.750000,13.222222,11.722222,12.194444,7.418685,115792200
1996-11-01,12.166667,12.722222,11.277778,11.583333,7.046909,177474600
1996-12-01,11.722222,11.916667,10.722222,11.138889,6.776525,151106400
1997-01-01,11.166667,11.861111,10.611111,11.000000,6.699630,219353850
1997-02-01,11.055556,12.638889,11.000000,12.138889,7.393277,240156000
1997-03-01,12.027778,13.027778,11.833333,11.888889,7.241013,133445700
1997-04-01,11.722222,12.972222,11.638889,12.888889,7.858397,119520000
1997-05-01,12.888889,14.138889,12.666667,14.027778,8.552779,173335500
1997-06-01,14.000000,15.555556,13.805556,15.333333,9.348783,134912700
1997-07-01,15.333333,16.645832,14.604167,16.604168,10.135241,119939550
1997-08-01,16.625000,16.875000,15.687500,15.729167,9.601145,106325700
1997-09-01,15.812500,18.125000,15.791667,17.375000,10.605762,127059900
1997-10-01,17.520832,18.875000,16.729168,18.583332,11.354633,136966800
1997-11-01,19.166668,19.354168,17.875000,18.687500,11.418277,93867000
1997-12-01,18.937500,20.166668,17.645832,19.625000,11.991100,103974000
1998-01-01,19.666668,20.541668,18.437500,20.166668,12.332609,87627000
1998-02-01,20.500000,22.937500,20.416668,21.291668,13.020586,107246700
1998-03-01,21.208332,23.479168,21.145832,22.541668,13.785007,136070400
1998-04-01,22.479168,24.229168,21.854168,23.229168,14.216434,121498500
1998-05-01,23.541668,26.312500,22.562500,26.187500,16.026958,120076200
1998-06-01,26.500000,28.854168,25.354168,27.687500,16.944967,145564200
1998-07-01,27.750000,32.666668,27.750000,27.916668,17.097961,160953750
1998-08-01,27.708332,30.625000,23.875000,25.416668,15.566809,150087300
1998-09-01,25.666668,29.750000,23.500000,26.333332,16.128223,154875900
1998-10-01,25.333332,29.958332,21.083332,29.041668,17.800997,186681600
1998-11-01,29.250000,34.666668,28.750000,33.166668,20.329397,105596400
1998-12-01,33.083332,41.333332,32.166668,40.791668,25.003115,106602900
1999-01-01,40.250000,40.833332,34.583332,40.333332,24.737097,139142550
1999-02-01,40.250000,41.125000,35.875000,39.791668,24.404881,101236050
1999-03-01,39.083332,44.208332,38.833332,41.500000,25.452641,111417900
1999-04-01,41.666668,45.291668,37.708332,39.833332,24.442719,117392100
1999-05-01,39.875000,41.166668,36.833332,37.708332,23.138779,124823100
1999-06-01,38.000000,43.125000,36.750000,42.958332,26.360310,104368950
1999-07-01,42.541668,46.625000,41.625000,42.541668,26.122019,87116700
1999-08-01,42.083332,44.250000,35.750000,41.000000,25.175381,119803950
1999-09-01,40.833332,46.000000,39.375000,45.750000,28.110201,101502300
1999-10-01,45.583332,52.333332,44.708332,50.500000,31.028759,126242700
1999-11-01,50.416668,55.666668,49.916668,52.791668,32.436821,116575500
